food_name,food_category,packaging_type,storage_location,is_opened,days_to_expire,days_since_opened,sisa_hari,label
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,0,237,0,237.0,Fresh
Jus Jeruk,Produk Minuman,Karton,Chiller,1,,5,0.0,Expired
Mie Instan Ayam,Produk Kering,Plastik,Outside,1,111,2,-2.0,Expired
Susu Kental Manis Coklat,Prod. Susu,Kaleng,Chiller,1,280,4,10.0,Fresh
Soda Jeruk,Produk Minuman,,Outside,true,220,2,-1.0,Basi
Mie Instan Ayam,dry food,Plastik,Outside,0,278,0,278.0,Fresh
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,0,8,0,8.0,Fresh
Nugget Ayam,protein,Plastik,Freezer,1,49 hari,4,-1.0,Expired
Minuman Isotonik,Produk Minuman,Plastick,Outside,1,219,6 days,-5.0,Expired
Mie Instan Ayam,Produk Kering,Plastik,Outside,0,249,0,249.0,Fresh
Teh Botol,Produk Minuman,Botol Kaca,Outside,1,283 hari,2 days,1.0,Soon
Mie Instan Goreng,Produk Kering,Plastik,Outside,0,268,0,268.0,Fresh
Mie Instan Soto,,plastik,Outside,1,108,4,-4.0,Expired
  Cola Original  ,PRODUK MINUMAN,Kaleng,Outside,1,149,3,-2.0,EXPIRED
Yogurt Greek,produk olahan susu,Plastik,Chiller,0,17,0,17.0,Fresh
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,Yes,,35,-5.0,Expired
Sereal Muesli,Produk Kering,Karton,Outside,0,19,0,19.0,Fresh
Teh Botol,Produk Minuman,Botol Kaca,Outside,0,333,0,333.0,Fresh
Sosis Ikan,Produk Protein,Polimer,Chiller,1,9,2,1.0,Soon
Minuman Energi,Produk Minuman,Kaleng,OUTSIDE,1,16,2,-1.0,Expired
Minuman Isotonik,Produk Minuman,Plastik,Outside,1,56,6,-5.0,expired
Mie Instan Ayam,Produk Kering,Plastik,Outside,1,93,4,-4.0,Expired
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,Chiller,False,,0,7.0,Soon
Jus Apel,Produk Minuman,Karton,Chiller,0,26,0,26.0,Fresh
Sarden Cabai,Produk Kaleng,Kaleng,Outside,0,580,0,580.0,Fresh
Nugget Udang,Produk Protein,Plastik,freezer,1,61,4,-1.0,Expired
Nugget Ikan,Produk Protein,Plastik,Freezer,0,,0,60.0,Fresh
Susu UHT Stroberi,Produk Olahan Susu,Carton,fridge,1,138,3,-2.0,Expired
Nugget Udang,protein,plastik,Freezer,1,22 hari,7,-4.0,Expired
	Teh Tarik,Produk Minuman,Karton,Chiller,0,76,0,76.0,Fresh
Susu UHT Stroberi,Produk Olahan Susu,Karton,Chiller,1,173,,,Expired
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,1,137,7,-4.0,Expired
Minuman Isotonik,Beverage,Plastik,Outside,1,116,,-1.0,Expired
Cola Zero Sugar ,Produk Minuman,Kaleng,Outside,1,196,3,-2.0,Expired
Soda Jeruk,Produk Minuman,Tin Can,Outside,1,353,1,0.0,Expired
Nugget Sayuran,Produk Protein,Plastik,Freezer,0,44,0,44.0,Fresh
Mie Instan Goreng,Produk Kering,PLASTIK,Outside,1,160,1,-1.0,Expired
Susu UHT Vanila,Produk Olahan Susu,Karton,Chiller,1,59,1,0.0,Dead
susu kedelai,Produk Olahan Susu,Karton,Chiller,0,245,0,245.0,Fresh
Jus Sirsak,Produk Minuman,Karton,Chiller,0,25,0,25.0,Fresh
Susu UHT Vanila,Produk Olahan Susu,Karton,,1,145,6,-5.0,Expired
Persik Kaleng,Produk Kaleng,Kaleng,,1,229,2,-50.0,soon
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,1,10,2,1.0,Soon
Susu Almond,Produk Olahan Susu,Karton,Chiller,1,158,5,0.0,Expired
Cola Zero Sugar,Produk Minuman,Can,Outside,1,333,4,-3.0,basi
Ikan Tuna,Produk Kaleng,Kaleng,Outside,0,896,0,896.0,Segar
Persik Kaleng,Produk Kaleng,Can,Outside,1,,8,-5.0,Expired
Jus Sirsak,Produk Minuman,Kardus,Chiller,1,118,3,0.0,Expired
Persik Kaleng,Produk Kaleng,Kaleng,Outside,0,16,0,16.0,Fresh
Buah Cocktail,Produk Kaleng,Kaleng,Outside,1,662,3,0.0,Expired
Jus Apel,Produk Minuman,Karton,Kulkas,0,37,0 days,37.0,Fresh
Keju Mozzarella,Olahan Susu,Plastik,Chiller,1,10,2,5.0,Soon
Biskuit Digestive,Produk Kering,Plastik,Outside,0,260,0,260.0,Fresh
Jus Jambu,Produk Minuman,karton,Chiller,,59,0,59.0,Segar
Sosis Bebek,Produk Protein,Plastik,Chiller,0,34,0,34.0,Fresh
Susu Kedelai,Produk Olahan Susu,Karton,Chiller,0,170,0,170.0,Fresh
Jus Sirsak,Produk Minuman,Karton,chiller,0,167,0,167.0,Fresh
Mie Instan Ayam,Produk Kering,Plastik,OUTSIDE,0,99,0,99.0,Fresh
Biskuit Digestive ,dry food,Plastik,Outside,0,275,0,275.0,Fresh
Mie Instan Soto,Produk Kering,Plastic,outside,0,312,0,312.0,Fresh
Susu UHT Low Fat,Produk Olahan Susu,Karton,Kulkas,0,172,0,172.0,Fresh
Biskuit Oatmeal,Produk Kering,Plastik,,1,,5,2.0,Soon
Yogurt Greek,Produk Olahan Susu,Plastik,Chiller,0,16,0,16.0,ok
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,1,197,5 days,0.0,Expired
Sosis Bebek,Produk Protein,Plastik,fridge,1,51,12,-5.0,
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,0,623,0,623.0,Fresh
Mie Instan Goreng,Produk Kering,Plastik,OUTSIDE,0,,0,217.0,Fresh
Teh Lemon,Produk Minuman,Karton,Outside,1,335,3,-2.0,Expired
Nugget Tempe,Produk Protein,,freezer,0,12,0,12.0,Fresh
Minuman Energi,Produk Minuman,Kaleng,Outside,0,181,0,181.0,Fresh
Susu UHT Vanila,Produk Olahan Susu,Karton,Chiller,1,218,6,,Expired
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,1,347,2,12.0,Fresh
Nugget Sayuran,Produk Protein,Plastik,Freezer,0,24,0,24.0,Fresh
Keju Parmesan,Dairy,Plastik,Chiller,0,294,0,294.0,Fresh
Susu Bubuk Coklat,Produk Olahan Susu,Karton,Outside,1,465,26,4.0,Soon
Sosis Ikan,Produk Protein,Plastik,Kulkas,0,,0,9.0,Fresh
Persik Kaleng,Produk Kaleng,kaleng ,Outside,1,476,7,-4.0,Expired
Biskuit Mentega,PRODUK KERING,Kaleng,Outside,0,,0,143.0,Fresh
Keju Cream Cheese,Produk Olahan Susu,Karton,Chiller,0,41,0,,Fresh
Sosis Ikan,Produk Protein,Plastik,Chiller,1,39,8,-5.0,Expired
Cola Zero Sugar,Produk Minuman,Tin Can,Outside,0,109,0,109.0,Fresh
Mie Instan Ayam,Produk Kering,plastic,Outside,0,-10,0,271.0,Fresh
Teh Kotak Jasmine,beverage,Karton,Outside,1,134,4,-3.0,
Yogurt Greek,Produk Olahan Susu,Plastik,Chiller,0,1,0,1.0,Soon
Susu Almond ,Produk Olahan Susu,Karton,Chiller,1,238 hari,9,-4.0,EXPIRED
Sosis Ayam,protein,Plastik,Chiller,0,4,0,4.0,Soon
Jus Mangga,Produk Minuman,Karton,Chiller,1,98,3,-2.0,Expired
Susu UHT Stroberi,Produk Olahan Susu,Karton,Chiller,true,7,4,-3.0,Expired
Sereal Cornflakes,Produk Kering,Karton,Outside,0,130,0,130.0,Fresh
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,1,282,33,-3.0,Expired
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,0,241,0,241.0,Fresh
Sosis Bebek,Produk Protein,Plastik,Chiller,0,79,0,79.0,Fresh
Jus Mangga,Produk Minuman,Karton,Chiller,,22,0,22.0,Fresh
 Susu Bubuk Coklat,Produk Olahan Susu,Karton,Outside,1,99,24,6.0,Segera
biskuit oreo,Produk Kering,Plastik,Outside,0,31,0,31.0,Fresh
Biskuit Wafer,Produk Kering,Plastik,Outside,1,69,9,-4.0,Expired
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,0,143,0,143.0,
Nugget Ayam,Produk Protein,Plastik,Freezer,0,92,0,92.0,Fresh
Biskuit Digestive,Produk Kering,Plastik,Outside,0,17,0,17.0,Fresh
Sosis Frankfurter,,Plastik,Chiller,1,90,12,-5.0,
 Susu Bubuk Bayi,Produk Olahan Susu,Karton,Outside,1,473,29,1.0,Soon
Jus Jeruk,Produk Minuman,Karton,,0,,0,37.0,fresh
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,0,162,0,162.0,Fresh
Ikan Salmon,Produk Kaleng,Kaleng,Outside,0,1073,0,,Fresh
Nugget Tempe,Produk Protein,Plastik,Freezer,1,24,6,-3.0,kadaluarsa
Minuman Energi,Produk Minuman,kaleng,Outside,1,8,4,-3.0,EXPIRED
Minuman Energi,Produk Minuman,Kaleng,Room Temp,1,10000,5,-4.0,Expired
Jus Nanas,produk minuman,Karton,,0,88,0,9999.0,Fresh
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,0,9,0,9.0,fresh
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,yes,513,2,1.0,Soon
Teh Kotak Jasmine,Produk Minuman,Karton,Outside,0,271,0,271.0,Fresh
Jus Apel,,Kardus,Chiller,1,143,1,4.0,Soon
Keju Edam,Produk Olahan Susu,Polimer,Chiller,0,127,0,127.0,Fresh
Nugget Ayam,Produk Protein,Plastik,Freezer,0,52,0,52.0,Fresh
Susu UHT Vanila,,Kardus,Chiller,1,117,3,-2.0,Expired
Mie Instan Soto,Produk Kering,Plastik,Outside,0,64,0,64.0,Fresh
Biskuit Oatmeal,Produk Kering,Plastik,Outside,1,80,12,-5.0,Expired
Teh Botol,Produk Minuman,Glass Bottle,Outside,0,99,0,99.0,Fresh
Sarden Cabai,Produk Kaleng,Kaleng,Outside,0,28,0,28.0,Fresh
Susu UHT Vanila,Produk Olahan Susu,Karton,Chiller,1,167,2,-1.0,Expired
 Jus Sirsak,Produk Minuman,Karton,Chiller,,,0,161.0,Fresh
Sosis Bebek,Produk Protein,Plastik,Chiller,1,77,1,6.0,Soon
Soda Jeruk,Produk Minuman,Kaleng,Suhu Ruangan,0,,0,274.0,Fresh
Sosis Frankfurter,Produk Protein,Plastik,,1,54,11,-4.0,expired
  Sosis Frankfurter  ,protein,plastik,Chiller,1,10000,5,2.0,Soon
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,0,515,0,515.0,Fresh
Teh Kotak Hijau,PRODUK MINUMAN,Karton,Outside,1,223,1 days,0.0,Expired
Biskuit Marie,Produk Kering,Plastik,Outside,0,154,0,154.0,Fresh
Nanas Kaleng,canned,Kaleng,Outside,1,62,5,-2.0,Expired
air soda,Produk Minuman,Plastik,Outside,0,268,0,268.0,Fresh
Yogurt Greek,Produk Olahan Susu,Plastik,Chiller,1,,3,2.0,Soon
Sereal Cornflakes,Produk Kering,Karton,outside,1,344,6,24.0,Fresh
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,1,519,,-2.0,Expired
Minuman Isotonik,Produk Minuman,Plastik,Outside,0,,0,227.0,Fresh
Biskuit Wafer,Produk Kering,Plastik,Outside,0,,0,164.0,Fresh
Kornet Sapi,Produk Kaleng,Kaleng,,1,62,,2.0,Soon
Sarden Cabai,Produk Kaleng,,Outside,0,662,0,662.0,Fresh
Teh Lemon,Produk Minuman,Karton,Outside,0,132,0,132.0,Fresh
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,0,468,0,468.0,Fresh
Susu Bubuk Coklat,Produk Olahan Susu,Carton,Outside,1,54,9 days,21.0,Fresh
Susu Kental Manis Coklat,produk olahan susu,tin,chiller,0,469,0,469.0,Fresh
Teh Lemon,Produk Minuman,Carton,Outside,1,11,3,-2.0,basi
sosis ayam,Produk Protein,Plastik,Chiller,1,1,6,-1.0,Expired
Nugget Sapi,Produk Protein,Plastik,Freeze,0,35,0,35.0,Fresh
Sosis Frankfurter,Produk Protein,Plastik,Chiller,0,90,0,90.0,Fresh
Sarden Minyak Zaitun,Produk Kaleng,Tin,Outside,1,1015,2,0.0,Expired
Jus Jambu,Produk Minuman,Karton,kulkas,0,70,0,70.0,Fresh
Kornet Sapi,Produk Kaleng,Kaleng,Outside,Ya,234,1,2.0,Soon
Biskuit Marie,Produk Kering,Plastik,Outside,1,123,7,0.0,Expired
Susu Almond,Produk Olahan Susu,Karton,Chiller,1,48,9,-4.0,Expired
Susu UHT Vanila,Produk Olahan Susu,Karton,refrigerator,0,78,0,78.0,Fresh
Susu Kental Manis Putih,Produk Olahan Susu,Can,Chiller,1,199,12,2.0,Soon
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,1,659,11,3.0,Soon
Cola Original,beverage,Kaleng,Outside,1,296,3,-2.0,Expired
Yogurt Greek,Produk Olahan Susu,Plastik,,1,12,9,-4.0,Kadaluarsa
Biskuit Oreo ,PRODUK KERING,Plastik,Outside,0,46,0,46.0,segar
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,1,22,6,-3.0,Expired
Yogurt Blueberry,Produk Olahan Susu,PLASTIK,Chiller,0,24,0,24.0,Fresh
Teh Lemon,Produk Minuman,Karton,Outside,1,74,6,-5.0,EXPIRED
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,Chiller,0,7,0,7.0,Soon
Nugget Ikan,Produk Protein,Plastik,Freezer,0,82,0,82.0,Fresh
Susu Almond,Produk Olahan Susu,Karton,Chiller,1,25,4,1.0,Soon
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,0,166,0,166.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,Outside,0,113,0,113.0,segar
JAGUNG MANIS KALENG,Produk Kaleng,Kaleng,Chiller,0,651,0,651.0,segar
Minuman Energi,PRODUK MINUMAN,,Outside,1,320,5,-4.0,Expired
Susu Bubuk Skim,produk olahan susu,Karton,Outside,0,391 hari,0,,Fresh
Ikan Salmon,Produk Kaleng,Kaleng,Outside,1,807,5,-3.0,Expired
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,,44,0,44.0,Segar
Teh Kotak Hijau,Produk Minuman,Karton,Outside,1,248,3,-2.0,Expired
Mie Instan Goreng,,Plastik,Outside,yes,120,5,-5.0,Expired
susu evaporasi,PRODUK OLAHAN SUSU,Kaleng,Chiller,1,684,6,1.0,Soon
Sosis Ikan,Produk Protein,Plastik,Chiller,1,40,5,-2.0,Expired
Teh Kotak Hijau,Produk Minuman,Karton,Outside,1,58,3,-2.0,Expired
Sereal Cornflakes,Produk Kering,Karton,Outside,1,103,27,,Soon
Sarden Cabai,Kaleng,Kaleng,Outside,1,606,1,1.0,Soon
Sarden Cabai,Kaleng,kaleng,Outside,1,732,5,-3.0,Expired
Ikan Tuna,Produk Kaleng,Kaleng,Outside,1,1004,6,-4.0,Expired
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,kulkas,1,450,17,-3.0,Expired
Nugget Ayam,,Plastik,Freezer,0,168,0,168.0,Fresh
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,0,294,0 days,294.0,Fresh
Rambutan Kaleng,Produk Kaleng,Kaleng,room temp,0,655,0,655.0,Fresh
Biskuit Mentega,Produk Kering,Kaleng,Outside,0,298,0,,Fresh
Buah Cocktail,Produk Kaleng,Kaleng,Outside,1,392,6,-3.0,Expired
Susu Bubuk Coklat,Produk Olahan Susu,KARTON,Outside,1,250 hari,9,21.0,Fresh
Air Mineral,Produk Minuman,Plastik,Suhu Ruangan,1,56,1,0.0,Expired
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,0,531,0,531.0,Fresh
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,1,270,3,0.0,Expired
Persik Kaleng,Produk Kaleng,can,Outside,1,138,1,2.0,Soon
Nugget Udang,Produk Protein,plastik,Freezer,1,11,7,-4.0,Expired
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,CHILLER,0,2,0,2.0,Hampir
Teh Kotak Hijau,Produk Minuman,Karton,Outside,0,167,0,167.0,Fresh
 Nugget Udang,Produk Protein,Plastik,Freezer,0,109,0,109.0,Fresh
Kornet Sapi,Produk Kaleng,Kaleng,Outside,1,38,8,-5.0,Expired
Ikan Tuna,Produk Kaleng,Kaleng,Outside,1,,3,-1.0,Expired
Jus Mangga,Produk Minuman,Karton,,0,119,0,119.0,Fresh
Susu UHT Stroberi,Produk Olahan Susu,Karton,Chiller,1,231,3,-2.0,Expired
Kornet Sapi,Produk Kaleng,Kaleng,Outside,1,752,5,-2.0,Expired
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,0,1,0,1.0,Soon
Kornet Sapi,Produk Kaleng,kaleng,Outside,0,902,0,902.0,Fresh
Teh Kotak Hijau,Produk Minuman,Karton,Outside,1,61,4,-3.0,Expired
Jus Apel,Produk Minuman,Karton,Chiller,1,73,4,1.0,Soon
Susu Almond,Produk Olahan Susu,Karton,Chiller,0,112,0,112.0,Fresh
	Sereal Oat,,Karton,Outside,1,154,10,20.0,Fresh
Yogurt Kefir,Produk Olahan Susu,,Chiller,yes,11,5,-2.0,Expired
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,1,16,10,16.0,Fresh
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,1,,32,-2.0,EXPIRED
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,1,53 hari,14,16.0,Fresh
Nugget Udang,Produk Protein,Plastik,Freezer,1,85,7,-4.0,Expired
Jus Apel,Produk Minuman,Karton,Chiller,0,29,0,,Fresh
Susu UHT Vanila,Produk Olahan Susu,Karton,Chiller,0,37,0,37.0,Fresh
KEJU CHEDDAR,Produk Olahan Susu,Plastik,Chiller,0,9999,0,178.0,Fresh
Jus Jambu,Produk Minuman,Karton,Chiller,1,97,3,0.0,Expired
Sarden Tomat,Produk Kaleng,Kaleng,Outside,1,893,3,-1.0,
Biskuit Oreo,Produk Kering,Plastik,room temp,1,142,3,4.0,Soon
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,0,498,0,498.0,Fresh
Sarden Cabai,Produk Kaleng,Kaleng,Outside,1,1087,6,-4.0,Expired
Sarden Cabai,Produk Kaleng,Kaleng,Outside,1,779,6,-4.0,Expired
Ikan Makerel,Canned,kaleng,Outside,0,889,0,889.0,Fresh
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,0,15,0,15.0,Fresh
Air Soda,Produk Minuman,Plastik,Outside,1,55,6,-5.0,Basi
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Outside,1,540,20,10.0,Fresh
Yogurt Stroberi,Produk Olahan Susu,Plastik,,1,12,3,0.0,Expired
Ikan Makerel,Produk Kaleng,Kaleng,suhu ruangan,1,319,5,-3.0,Expired
Yogurt Plain,Produk Olahan Susu,Plastick,Chiller,0,27,0,,Fresh
Sereal Muesli,Produk Kering,Karton,Outside,0,202,0,202.0,Fresh
Susu Kental Manis Coklat,Dairy,Kaleng,Chiller,1,713,16,-2.0,Expired
Jus Nanas,Produk Minuman,Karton,Chiller,1,111,3,2.0,Soon
KEJU PARMESAN,Produk Olahan Susu,Plastik,fridge,0,276,0,276.0,Fresh
Sosis Bebek,Produk Protein,Plastik,Chiller,1,69,10,-3.0,Expired
Keju Mozzarella,produk olahan susu,Plastik,Chiller,1,59,2,5.0,Soon
Ikan Salmon,Produk Kaleng,Kaleng,Outside,1,939,6,-4.0,Expired
Susu Bubuk Bayi,Produk Olahan Susu,Karton,Outside,0,481,0,481.0,Fresh
Nugget Sayuran,Produk Protein,Plastik,Freezer,0,118,0,118.0,Fresh
Susu Bubuk Bayi,Produk Olahan Susu,Carton,OUTSIDE,0,517,0,517.0,
Soda Jeruk,,Kaleng,Outside,1,317 hari,1,0.0,Expired
Susu UHT Low Fat,Produk Olahan Susu,,Chiller,0,72,0,72.0,Fresh
Sereal Cornflakes,produk kering,Karton,Outside,0,217,0,217.0,Fresh
Cola Original,Beverage,Can,Outside,1,240,6,-5.0,Expired
Minuman Isotonik,Produk Minuman,Plastik,Room Temp,1,202,1,0.0,Expired
Biskuit Mentega,Produk Kering,can,Outside,1,222,9,5.0,Soon
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,1,16,8,-5.0,Expired
Nugget Tempe,Produk Protein,Plastik,Freezer,,1,0,1.0,Soon
Susu Bubuk Skim,dairy,Karton,Luar,0,477,0,477.0,Fresh
  Susu Kental Manis Coklat  ,Dairy,Kaleng,,0,32,0,32.0,Fresh
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,,27,7,-4.0,Kadaluarsa
Susu UHT Full Cream,Produk Olahan Susu,Karton,Chiller,True,233,11,-4.0,Expired
  Jagung Manis Kaleng  ,Produk Kaleng,Kaleng,Chiller,1,726,5,-2.0,Expired
Mie Instan Soto,Produk Kering,Plastik,OUTSIDE,1,307,3,-3.0,Expired
Teh Kotak Jasmine,Produk Minuman,carton,Luar,0,205,0,205.0,Fresh
Air Mineral,Produk Minuman,Plastik,Outside,0,,0,652.0,Fresh
Minuman Isotonik,Produk Minuman,Plastick,Outside,0,185,0,185.0,Fresh
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,1,296,1,4.0,Soon
Minuman Isotonik,Produk Minuman,plastic,Outside,1,6,5,-4.0,Basi
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,0,123 hari,0,123.0,Fresh
Keju Edam,Produk Olahan Susu,Plastik,Chiller,0,40,0,40.0,ok
Teh Lemon,Produk Minuman,Karton,suhu ruangan,1,52,6,-5.0,Expired
Susu Almond,,Karton,Chiller,0,169,0 days,169.0,
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,1,536,6,-3.0,Expired
Susu UHT Coklat,Produk Olahan Susu,Karton,Chiller,0,77,0,77.0,Segar
Jus Mangga,Minuman,Carton,Chiller,0,156,0,156.0,Fresh
SUSU UHT FULL CREAM,Produk Olahan Susu,Karton,refrigerator,1,220,10,-3.0,Expired
Yogurt Greek,,Plastic,Chiller,0,19,0,,Fresh
Ikan Salmon,Produk Kaleng,Kaleng,room temp,1,855 hari,1,1.0,Soon
Teh Lemon,Beverage,Karton,Outside,0,223,0,223.0,Fresh
Nugget Tempe,Produk Protein,Plastik,Freezer,,1,0,1.0,Soon
Ikan Tuna,Produk Kaleng,Tin,Outside,1,,3,-1.0,Expired
Jus Anggur,Minuman,Botol Kaca,Chiller,0,92,0,92.0,
Yogurt Kefir,Produk Olahan Susu,Botol Kaca,Chiller,1,4,8,-5.0,Expired
Teh Kotak Hijau,Produk Minuman,Karton,Outside,true,43,4,-3.0,Expired
Jus Anggur,Produk Minuman,Botol Kaca,,0,359,0,,Fresh
Soda Jeruk,Produk Minuman,Kaleng,Outside,0,102,0,102.0,Fresh
Minuman Energi,Produk Minuman,Kaleng,Outside,0,96,0,96.0,Fresh
susu kedelai,dairy,Karton,Chiller,1,6 hari,5,0.0,Expired
Biskuit Oreo,Produk Kering,Plastik,Outside,0,86,0,86.0,
Sosis Ayam,Produk Protein,Plastik,Chiller,1,5 hari,6,-1.0,Expired
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,0,159,0,159.0,ok
Air Soda,Produk Minuman,Plastik,Outside,1,123,1,0.0,Expired
Ikan Makerel,Produk Kaleng,Kaleng,Outside,1,891,,-4.0,Expired
Susu UHT Coklat,produk olahan susu,Karton,Chiller,1,110,5,-4.0,Expired
Sereal Oat,Prod. Kering,Karton,Outside,0,149 hari,0,149.0,Fresh
Jus Apel,Produk Minuman,Karton,Chiller,1,60,5,0.0,Expired
Nanas Kaleng,Produk Kaleng,Kaleng,Outside,0,10000,0,592.0,Fresh
Persik Kaleng,Produk Kaleng,Kaleng,Outside,0,510,0,510.0,Fresh
Sosis Sapi,,Plastik,Chiller,1,26,4,1.0,Soon
Ikan Makerel,Produk Kaleng,,Outside,1,940,4,-2.0,Expired
Leci dalam Sirup,Produk Kaleng,Kaleng,Outside,0,346,0,346.0,Fresh
Susu UHT Full Cream,Produk Olahan Susu,Kardus,Chiller,1,72,4,3.0,
Biskuit Wafer,,plastik,Outside,1,62,9,-4.0,Expired
JUS NANAS,produk minuman,Karton,Refrigerator,0,2,0,2.0,Soon
Sosis Ikan,Produk Protein,Plastik,Dingin,1,11,4,-1.0,expired
Teh Tarik,produk minuman,Karton,Chiller,0,29,0,29.0,Fresh
Biskuit Sandwich,Produk Kering,Plastik,Outside,1,176,6,-1.0,Expired
Biskuit Sandwich,Produk Kering,Plastik,Outside,1,4,5,0.0,Expired
  Sosis Bebek  ,Produk Protein,Plastik,Chiller,1,74,1,6.0,warning
Nugget Udang,produk protein,Plastik,Freezer,1,79,5,-2.0,Expired
Kornet Sapi,Produk Kaleng,Kaleng,Outside,0,793,0,793.0,Fresh
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,0,8,0,8.0,Fresh
Jus Apel,,Karton,Chiller,0,85,0,85.0,Fresh
Sarden Tomat,Produk Kaleng,Kaleng,Outside,1,1064,3,-1.0,Expired
Susu UHT Low Fat,produk olahan susu,Karton,fridge,0,222,0,-50.0,Fresh
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,1,127,7,-4.0,Expired
Teh Tarik,,Karton,Chiller,1,69,1,0.0,Expired
Keju Cream Cheese,Produk Olahan Susu,Karton,Chiller,0,51,0,51.0,Fresh
Biskuit Marie,Produk Kering,plastic,room temp,1,18,9,-2.0,Expired
Teh Lemon,Produk Minuman,Karton,Outside,Ya,363,1,0.0,Expired
air soda,Produk Minuman,Plastik,Outside,0,236,0,236.0,Fresh
Jagung Manis Kaleng,,Kaleng,Chiller,0,308,0,308.0,Fresh
Susu Almond,Produk Olahan Susu,karton ,Chiller,1,152,3,2.0,Soon
Keju Cream Cheese,Produk Olahan Susu,Karton,Chiller,1,45,5,9.0,Fresh
Teh Kotak Hijau,Produk Minuman,Karton,Outside,1,282,4 days,-3.0,Expired
Teh Kotak Hijau,Produk Minuman,Karton,Outside,0,359,0,359.0,
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,0,29,0,29.0,Fresh
Sosis Ayam,Produk Protein,Plastik,Chiller,0,57,0,57.0,Fresh
Ikan Tuna,Produk Kaleng,Kaleng,Outside,0,301,0,301.0,Fresh
Nugget Ikan,Produk Protein,Plastik,Freezer,1,177,3,0.0,Expired
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,,21,3,0.0,Expired
Susu Bubuk Full Cream,Produk Olahan Susu,,Outside,1,103,29,1.0,Soon
Susu UHT Vanila,Produk Olahan Susu,,Chiller,0,137,0,137.0,Fresh
Susu Bubuk Skim,PRODUK OLAHAN SUSU,Tetrapak,,0,455,0,455.0,Segar
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,1,308,3,4.0,Soon
Mie Instan Soto,Produk Kering,Plastik,Outside,1,222,2,-2.0,Expired
Susu UHT Stroberi,,Karton,Kulkas,1,10000,4,-3.0,Expired
Jus Apel,Minuman,Karton,Chiller,0,79,0,79.0,Fresh
	Susu UHT Stroberi,Produk Olahan Susu,Kardus,Chiller,1,229,2,-1.0,Expired
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,1,283,6,-3.0,Expired
Sosis Frozen,Produk Protein,PLASTIK,Freezer,1,161,3,0.0,Expired
Minuman Isotonik,Produk Minuman,Plastik,Outside,0,105,0,105.0,Fresh
Buah Cocktail,Produk Kaleng,Can,Outside,1,428,1,2.0,Soon
nugget ikan,Produk Protein,Plastik,Freezer,1,176,6,-3.0,Expired
Susu UHT Vanila,Produk Olahan Susu,Karton,Chiller,0,81,0,81.0,Fresh
