nama_item,jenis_item,lokasi_penyimpanan,hari_sejak_pembelian,sisa_hari,label,cara_simpan
Jeruk Mandarin,Buah Sitrus,Pendingin,7,26.8,Segar,Gunakan wadah tertutup saat menyimpan Jeruk Mandarin di rak kulkas.
Pear Golden,Buah Iklim Sedang,Pembeku,40,15.8,Segar,Pastikan Pear Golden sudah bersih dan kering sebelum dibekukan di freezer.
Singkong Mentega,Sayuran Akar,Suhu Ruang,14,7.5,Segar,Simpan Singkong Mentega di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Anggur Hijau Muscat,Buah Iklim Sedang,Suhu Ruang,1,5.7,Segar,Simpan Anggur Hijau Muscat di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Cabai Merah Keriting,Cabai & Paprika,Pembeku,60,32.7,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Cabai Merah Keriting tetap awet.
Pear Xiang Li,Buah Iklim Sedang,Pendingin,1,18.2,Segar,Gunakan wadah tertutup saat menyimpan Pear Xiang Li di rak kulkas.
Mulberry,Buah Beri,Pendingin,1,2.9,Segera,Gunakan wadah tertutup saat menyimpan Mulberry di rak kulkas.
Paprika Kuning,Cabai & Paprika,Pembeku,72,20.8,Segar,Simpan Paprika Kuning dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Melon Madu,Buah Tropis,Suhu Ruang,6,0.6,Segera,Simpan Melon Madu di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Anggur Hijau Muscat,Buah Iklim Sedang,Suhu Ruang,0,6.7,Segar,Letakkan Anggur Hijau Muscat di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Salak Pondoh,Buah Tropis,Suhu Ruang,5,2.2,Segera,Pastikan Salak Pondoh berada di area kering agar tidak cepat lembap dan busuk.
Pisang Cavendish,Buah Tropis,Pendingin,19,1.5,Segera,Bungkus Pisang Cavendish dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Ubi Cilembu,Sayuran Akar,Pendingin,49,-0.4,Kedaluwarsa,Bungkus Ubi Cilembu dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Kemangi,Sayuran Hijau,Suhu Ruang,5,1.5,Segera,Simpan Kemangi di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Melon Madu,Buah Tropis,Suhu Ruang,0,2.1,Segera,Letakkan Melon Madu di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Wortel Impor,Sayuran Akar,Suhu Ruang,2,14.4,Segar,Simpan Wortel Impor di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Paprika Hijau,Cabai & Paprika,Suhu Ruang,6,6.3,Segar,Letakkan Paprika Hijau di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Daun Pepaya,Sayuran Hijau,Pendingin,16,-1.9,Kedaluwarsa,Bungkus Daun Pepaya dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Anggur Hijau Muscat,Buah Iklim Sedang,Suhu Ruang,2,1.3,Segera,Simpan Anggur Hijau Muscat di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Brokoli Impor,Sayuran Hijau,Pembeku,12,19.4,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Brokoli Impor tetap awet.
Mulberry,Buah Beri,Pendingin,0,6.6,Segar,Simpan Mulberry di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Kenikir,Sayuran Hijau,Pendingin,1,3.9,Segar,Bungkus Kenikir dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Kiwi Hijau,Buah Iklim Sedang,Pendingin,17,5.3,Segar,Bungkus Kiwi Hijau dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Nangka Matang,Buah Tropis,Pendingin,9,0.3,Segera,Gunakan wadah tertutup saat menyimpan Nangka Matang di rak kulkas.
Apel Granny Smith,Buah Iklim Sedang,Suhu Ruang,0,6,Segar,Simpan Apel Granny Smith di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Apel Granny Smith,Buah Iklim Sedang,Pendingin,8,10.1,Segar,Simpan Apel Granny Smith di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Daun Ketumbar,Sayuran Hijau,Pendingin,0,4.5,Segar,Bungkus Daun Ketumbar dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Bawang Bombai Putih,Sayuran Akar,Suhu Ruang,13,4.7,Segar,Simpan Bawang Bombai Putih di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Lemon Impor,Buah Sitrus,Pembeku,81,9.4,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Lemon Impor tetap awet.
Nangka Matang,Buah Tropis,Suhu Ruang,4,3.9,Segar,Simpan Nangka Matang di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Bayam Merah,Sayuran Hijau,Pendingin,2,2.8,Segera,Bungkus Bayam Merah dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Jeruk Bali,Buah Sitrus,Pendingin,28,-1.4,Kedaluwarsa,Gunakan wadah tertutup saat menyimpan Jeruk Bali di rak kulkas.
Bengkuang,Sayuran Akar,Pendingin,46,-3.8,Kedaluwarsa,Gunakan wadah tertutup saat menyimpan Bengkuang di rak kulkas.
Jeruk Siam,Buah Sitrus,Pendingin,2,33.9,Segar,Simpan Jeruk Siam di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Pear Century,Buah Iklim Sedang,Pembeku,58,8.4,Segar,Pastikan Pear Century sudah bersih dan kering sebelum dibekukan di freezer.
Pear Golden,Buah Iklim Sedang,Suhu Ruang,1,2.7,Segera,Pastikan Pear Golden berada di area kering agar tidak cepat lembap dan busuk.
Cabai Keriting Hijau,Cabai & Paprika,Pendingin,12,6.5,Segar,Simpan Cabai Keriting Hijau di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Raspberry Merah,Buah Beri,Pendingin,1,2.2,Segera,Bungkus Raspberry Merah dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Jeruk Baby,Buah Sitrus,Pembeku,50,39.9,Segar,Pastikan Jeruk Baby sudah bersih dan kering sebelum dibekukan di freezer.
Pisang Ambon,Buah Tropis,Suhu Ruang,2,1.6,Segera,Pastikan Pisang Ambon berada di area kering agar tidak cepat lembap dan busuk.
Jeruk Medan,Buah Sitrus,Suhu Ruang,7,4.7,Segar,Letakkan Jeruk Medan di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Lemon Lokal,Buah Sitrus,Suhu Ruang,0,12.2,Segar,Letakkan Lemon Lokal di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Pisang Raja,Buah Tropis,Pendingin,11,-1.9,Kedaluwarsa,Gunakan wadah tertutup saat menyimpan Pisang Raja di rak kulkas.
Jeruk Pontianak,Buah Sitrus,Pembeku,80,8.9,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Jeruk Pontianak tetap awet.
Kucai,Sayuran Hijau,Pendingin,0,3.5,Segar,Bungkus Kucai dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Kangkung Cabut,Sayuran Hijau,Pendingin,11,0.9,Segera,Bungkus Kangkung Cabut dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Ubi Jalar Putih,Sayuran Akar,Pendingin,11,31.6,Segar,Gunakan wadah tertutup saat menyimpan Ubi Jalar Putih di rak kulkas.
Sawi Sendok (Pakcoy),Sayuran Hijau,Pendingin,2,3.3,Segar,Bungkus Sawi Sendok (Pakcoy) dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Manggis,Buah Tropis,Pembeku,8,34.7,Segar,Pastikan Manggis sudah bersih dan kering sebelum dibekukan di freezer.
Cabai Merah Besar,Cabai & Paprika,Pendingin,0,26.1,Segar,Gunakan wadah tertutup saat menyimpan Cabai Merah Besar di rak kulkas.
Bawang Merah Brebes,Sayuran Akar,Suhu Ruang,13,2.7,Segera,Simpan Bawang Merah Brebes di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Arbei,Buah Beri,Pendingin,11,1.4,Segera,Gunakan wadah tertutup saat menyimpan Arbei di rak kulkas.
Mangga Gedong Gincu,Buah Tropis,Suhu Ruang,3,7.9,Segar,Pastikan Mangga Gedong Gincu berada di area kering agar tidak cepat lembap dan busuk.
Bawang Merah Probolinggo,Sayuran Akar,Suhu Ruang,4,7,Segar,Simpan Bawang Merah Probolinggo di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Bayam Jepang (Horenzo),Sayuran Hijau,Pendingin,6,3.1,Segar,Bungkus Bayam Jepang (Horenzo) dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Kiwi Gold,Buah Iklim Sedang,Pendingin,5,21.7,Segar,Gunakan wadah tertutup saat menyimpan Kiwi Gold di rak kulkas.
Pisang Cavendish,Buah Tropis,Suhu Ruang,0,12.3,Segar,Letakkan Pisang Cavendish di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Paprika Merah,Cabai & Paprika,Suhu Ruang,4,7.4,Segar,Simpan Paprika Merah di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Mangga Gedong Gincu,Buah Tropis,Suhu Ruang,5,-0.1,Kedaluwarsa,Simpan Mangga Gedong Gincu di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Lemon Impor,Buah Sitrus,Pendingin,28,-1,Kedaluwarsa,Simpan Lemon Impor di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Brokoli Impor,Sayuran Hijau,Pendingin,6,6.1,Segar,Bungkus Brokoli Impor dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Raspberry Merah,Buah Beri,Pembeku,26,35.4,Segar,Pastikan Raspberry Merah sudah bersih dan kering sebelum dibekukan di freezer.
Cabai Keriting Hijau,Cabai & Paprika,Pembeku,46,44.1,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Cabai Keriting Hijau tetap awet.
Mangga Manalagi,Buah Tropis,Pendingin,23,-4.4,Kedaluwarsa,Bungkus Mangga Manalagi dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Pear Golden,Buah Iklim Sedang,Pendingin,3,25.5,Segar,Bungkus Pear Golden dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Kiwi Gold,Buah Iklim Sedang,Suhu Ruang,1,4.1,Segar,Letakkan Kiwi Gold di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Jeruk Siam,Buah Sitrus,Suhu Ruang,3,4.1,Segar,Pastikan Jeruk Siam berada di area kering agar tidak cepat lembap dan busuk.
Stroberi Korea,Buah Beri,Pendingin,8,0.5,Segera,Gunakan wadah tertutup saat menyimpan Stroberi Korea di rak kulkas.
Nangka Matang,Buah Tropis,Pembeku,53,-4.5,Kedaluwarsa,Simpan Nangka Matang dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Jeruk Siam,Buah Sitrus,Suhu Ruang,3,4,Segar,Letakkan Jeruk Siam di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Stroberi Lokal Ciwidey,Buah Beri,Pembeku,4,60,Segar,Pastikan Stroberi Lokal Ciwidey sudah bersih dan kering sebelum dibekukan di freezer.
Mangga Harum Manis,Buah Tropis,Suhu Ruang,2,0.1,Segera,Simpan Mangga Harum Manis di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Kol Ungu,Sayuran Hijau,Pendingin,1,6.7,Segar,Bungkus Kol Ungu dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Brokoli Lokal,Sayuran Hijau,Pendingin,5,1.9,Segera,Bungkus Brokoli Lokal dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Lemon Impor,Buah Sitrus,Pembeku,79,7.5,Segar,Simpan Lemon Impor dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Ubi Ungu,Sayuran Akar,Pendingin,11,41,Segar,Gunakan wadah tertutup saat menyimpan Ubi Ungu di rak kulkas.
Cabai Rawit Merah,Cabai & Paprika,Pembeku,52,37.7,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Cabai Rawit Merah tetap awet.
Cabai Gendot,Cabai & Paprika,Pembeku,10,86.7,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Cabai Gendot tetap awet.
Jeruk Siam,Buah Sitrus,Suhu Ruang,12,5.9,Segar,Pastikan Jeruk Siam berada di area kering agar tidak cepat lembap dan busuk.
Jeruk Medan,Buah Sitrus,Pendingin,24,10.8,Segar,Simpan Jeruk Medan di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Stroberi Korea,Buah Beri,Pembeku,28,33.7,Segar,Simpan Stroberi Korea dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Cabai Keriting Hijau,Cabai & Paprika,Pendingin,3,20.4,Segar,Bungkus Cabai Keriting Hijau dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Kentang Dieng,Sayuran Akar,Suhu Ruang,3,7.3,Segar,Simpan Kentang Dieng di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Stroberi Lokal Ciwidey,Buah Beri,Pendingin,7,1.7,Segera,Simpan Stroberi Lokal Ciwidey di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Anggur Hitam,Buah Iklim Sedang,Pendingin,22,5.8,Segar,Bungkus Anggur Hitam dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Jeruk Keprok,Buah Sitrus,Pembeku,37,48.3,Segar,Pastikan Jeruk Keprok sudah bersih dan kering sebelum dibekukan di freezer.
Raspberry Merah,Buah Beri,Pendingin,4,0.1,Segera,Gunakan wadah tertutup saat menyimpan Raspberry Merah di rak kulkas.
Ubi Ungu,Sayuran Akar,Suhu Ruang,2,10.7,Segar,Simpan Ubi Ungu di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Lemon Impor,Buah Sitrus,Pembeku,118,-27,Kedaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Lemon Impor tetap awet.
Jeruk Nipis,Buah Sitrus,Pendingin,8,27,Segar,Gunakan wadah tertutup saat menyimpan Jeruk Nipis di rak kulkas.
Jeruk Baby,Buah Sitrus,Suhu Ruang,5,10.1,Segar,Pastikan Jeruk Baby berada di area kering agar tidak cepat lembap dan busuk.
Stroberi Korea,Buah Beri,Pembeku,51,5.6,Segar,Pastikan Stroberi Korea sudah bersih dan kering sebelum dibekukan di freezer.
Kol Ungu,Sayuran Hijau,Pendingin,2,4.4,Segar,Bungkus Kol Ungu dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Mulberry,Buah Beri,Pendingin,1,3.1,Segar,Gunakan wadah tertutup saat menyimpan Mulberry di rak kulkas.
Raspberry Merah,Buah Beri,Pendingin,2,0.5,Segera,Simpan Raspberry Merah di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Pear Xiang Li,Buah Iklim Sedang,Pembeku,3,60,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Pear Xiang Li tetap awet.
Cabai Merah Besar,Cabai & Paprika,Suhu Ruang,3,6.1,Segar,Letakkan Cabai Merah Besar di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Apel Granny Smith,Buah Iklim Sedang,Pendingin,3,24.4,Segar,Simpan Apel Granny Smith di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Mulberry,Buah Beri,Pendingin,6,0.9,Segera,Simpan Mulberry di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Jeruk Mandarin,Buah Sitrus,Pembeku,14,79.1,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Jeruk Mandarin tetap awet.
Cabai Keriting Hijau,Cabai & Paprika,Pembeku,95,-6.3,Kedaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Cabai Keriting Hijau tetap awet.
Bayam Hijau,Sayuran Hijau,Pendingin,15,-0.2,Kedaluwarsa,Bungkus Bayam Hijau dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Paprika Hijau,Cabai & Paprika,Pendingin,16,1.9,Segera,Gunakan wadah tertutup saat menyimpan Paprika Hijau di rak kulkas.
Cabai Rawit Hijau,Cabai & Paprika,Pembeku,11,85.4,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Cabai Rawit Hijau tetap awet.
Jeruk Nipis,Buah Sitrus,Pembeku,100,-9.2,Kedaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Jeruk Nipis tetap awet.
Stroberi Lokal Ciwidey,Buah Beri,Pendingin,3,7.1,Segar,Gunakan wadah tertutup saat menyimpan Stroberi Lokal Ciwidey di rak kulkas.
Jeruk Mandarin,Buah Sitrus,Pembeku,3,85.6,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Jeruk Mandarin tetap awet.
Lemon Impor,Buah Sitrus,Pembeku,81,15.3,Segar,Simpan Lemon Impor dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Apel Malang (Manalagi),Buah Iklim Sedang,Pendingin,26,-2.4,Kedaluwarsa,Simpan Apel Malang (Manalagi) di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Jeruk Siam,Buah Sitrus,Pembeku,100,-14.8,Kedaluwarsa,Pastikan Jeruk Siam sudah bersih dan kering sebelum dibekukan di freezer.
Jeruk Mandarin,Buah Sitrus,Pembeku,82,7.6,Segar,Simpan Jeruk Mandarin dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Cabai Gendot,Cabai & Paprika,Pendingin,22,6.4,Segar,Gunakan wadah tertutup saat menyimpan Cabai Gendot di rak kulkas.
Lemon Impor,Buah Sitrus,Pembeku,94,-2.1,Kedaluwarsa,Pastikan Lemon Impor sudah bersih dan kering sebelum dibekukan di freezer.
Jahe Emprit,Sayuran Akar,Suhu Ruang,17,4.8,Segar,Simpan Jahe Emprit di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Jeruk Keprok,Buah Sitrus,Pendingin,22,9.8,Segar,Gunakan wadah tertutup saat menyimpan Jeruk Keprok di rak kulkas.
Alpukat Mentega,Buah Tropis,Pembeku,18,24.3,Segar,Pastikan Alpukat Mentega sudah bersih dan kering sebelum dibekukan di freezer.
Paprika Kuning,Cabai & Paprika,Pembeku,23,72.3,Segar,Pastikan Paprika Kuning sudah bersih dan kering sebelum dibekukan di freezer.
Lemon Lokal,Buah Sitrus,Pendingin,2,25.1,Segar,Bungkus Lemon Lokal dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Alpukat Mentega,Buah Tropis,Pendingin,22,-0.6,Kedaluwarsa,Simpan Alpukat Mentega di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Mangga Harum Manis,Buah Tropis,Suhu Ruang,1,2.8,Segera,Pastikan Mangga Harum Manis berada di area kering agar tidak cepat lembap dan busuk.
Jeruk Mandarin,Buah Sitrus,Pendingin,28,-2.4,Kedaluwarsa,Simpan Jeruk Mandarin di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Nanas Madu Pemalang,Buah Tropis,Suhu Ruang,4,6.6,Segar,Letakkan Nanas Madu Pemalang di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Anggur Hijau Muscat,Buah Iklim Sedang,Suhu Ruang,0,2.3,Segera,Letakkan Anggur Hijau Muscat di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Daun Ketumbar,Sayuran Hijau,Pendingin,2,7.7,Segar,Bungkus Daun Ketumbar dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Paprika Kuning,Cabai & Paprika,Pendingin,28,-4.9,Kedaluwarsa,Bungkus Paprika Kuning dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Apel Fuji,Buah Iklim Sedang,Pembeku,21,46.7,Segar,Pastikan Apel Fuji sudah bersih dan kering sebelum dibekukan di freezer.
Cabai Gendot,Cabai & Paprika,Suhu Ruang,1,6.3,Segar,Simpan Cabai Gendot di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Paprika Merah,Cabai & Paprika,Pendingin,8,10.9,Segar,Gunakan wadah tertutup saat menyimpan Paprika Merah di rak kulkas.
Kiwi Gold,Buah Iklim Sedang,Pendingin,11,8.7,Segar,Bungkus Kiwi Gold dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Kangkung Cabut,Sayuran Hijau,Suhu Ruang,4,3.3,Segar,Letakkan Kangkung Cabut di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Ubi Ungu,Sayuran Akar,Pendingin,58,-5.7,Kedaluwarsa,Bungkus Ubi Ungu dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Selada Romaine,Sayuran Hijau,Pendingin,1,10.7,Segar,Bungkus Selada Romaine dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Lemon Impor,Buah Sitrus,Suhu Ruang,0,15.5,Segar,Pastikan Lemon Impor berada di area kering agar tidak cepat lembap dan busuk.
Pisang Ambon,Buah Tropis,Pendingin,5,5.1,Segar,Bungkus Pisang Ambon dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Jeruk Baby,Buah Sitrus,Pembeku,39,51.5,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Jeruk Baby tetap awet.
Semangka Kuning,Buah Tropis,Pembeku,49,3.8,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Semangka Kuning tetap awet.
Pepaya California,Buah Tropis,Pembeku,18,23.3,Segar,Pastikan Pepaya California sudah bersih dan kering sebelum dibekukan di freezer.
Melon Madu,Buah Tropis,Pendingin,24,-4.8,Kedaluwarsa,Gunakan wadah tertutup saat menyimpan Melon Madu di rak kulkas.
Sawi Hijau,Sayuran Hijau,Pendingin,13,-2,Kedaluwarsa,Bungkus Sawi Hijau dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Lemon Impor,Buah Sitrus,Suhu Ruang,13,2.4,Segera,Simpan Lemon Impor di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Apel Malang (Manalagi),Buah Iklim Sedang,Pendingin,7,17,Segar,Simpan Apel Malang (Manalagi) di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Paprika Kuning,Cabai & Paprika,Pembeku,13,82.7,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Paprika Kuning tetap awet.
Mulberry,Buah Beri,Suhu Ruang,3,3.5,Segar,Pastikan Mulberry berada di area kering agar tidak cepat lembap dan busuk.
Wortel Lokal Berastagi,Sayuran Akar,Suhu Ruang,14,-2.1,Kedaluwarsa,Simpan Wortel Lokal Berastagi di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Lengkuas Muda,Sayuran Akar,Suhu Ruang,8,5.7,Segar,Simpan Lengkuas Muda di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Apel Fuji,Buah Iklim Sedang,Pendingin,15,12,Segar,Gunakan wadah tertutup saat menyimpan Apel Fuji di rak kulkas.
Cabai Gendot,Cabai & Paprika,Pembeku,104,-18.8,Kedaluwarsa,Simpan Cabai Gendot dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Paprika Hijau,Cabai & Paprika,Pendingin,27,-4.4,Kedaluwarsa,Gunakan wadah tertutup saat menyimpan Paprika Hijau di rak kulkas.
Arbei,Buah Beri,Pendingin,1,7.2,Segar,Simpan Arbei di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Stroberi Korea,Buah Beri,Pembeku,31,30.7,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Stroberi Korea tetap awet.
Cabai Merah Besar,Cabai & Paprika,Suhu Ruang,6,-0.4,Kedaluwarsa,Pastikan Cabai Merah Besar berada di area kering agar tidak cepat lembap dan busuk.
Kucai,Sayuran Hijau,Pendingin,11,-0.4,Kedaluwarsa,Bungkus Kucai dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Jamur Tiram,Sayuran Hijau,Suhu Ruang,5,4.6,Segar,Letakkan Jamur Tiram di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Mangga Gedong Gincu,Buah Tropis,Pembeku,39,5.9,Segar,Pastikan Mangga Gedong Gincu sudah bersih dan kering sebelum dibekukan di freezer.
Apel Granny Smith,Buah Iklim Sedang,Pendingin,22,3.2,Segar,Gunakan wadah tertutup saat menyimpan Apel Granny Smith di rak kulkas.
Nangka Matang,Buah Tropis,Pendingin,12,6,Segar,Simpan Nangka Matang di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Jeruk Medan,Buah Sitrus,Pendingin,14,22.1,Segar,Bungkus Jeruk Medan dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Jeruk Mandarin,Buah Sitrus,Pendingin,31,-4.9,Kedaluwarsa,Gunakan wadah tertutup saat menyimpan Jeruk Mandarin di rak kulkas.
Cabai Rawit Hijau,Cabai & Paprika,Pembeku,112,-17.5,Kedaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Cabai Rawit Hijau tetap awet.
Pisang Raja,Buah Tropis,Pembeku,28,20.4,Segar,Pastikan Pisang Raja sudah bersih dan kering sebelum dibekukan di freezer.
Singkong Gajah,Sayuran Akar,Suhu Ruang,15,5.4,Segar,Simpan Singkong Gajah di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Apel Gala,Buah Iklim Sedang,Pembeku,67,-0.2,Kedaluwarsa,Pastikan Apel Gala sudah bersih dan kering sebelum dibekukan di freezer.
